Home ID,total_kwh_tahun,household_size,avg_temp,kwh_Air_Conditioning,kwh_Computer,kwh_Dishwasher,kwh_Fridge,kwh_Heater,kwh_Lights,kwh_Microwave,kwh_Oven,kwh_TV,kwh_Washing_Machine,prop_Air_Conditioning,prop_Computer,prop_Dishwasher,prop_Fridge,prop_Heater,prop_Lights,prop_Microwave,prop_Oven,prop_TV,prop_Washing_Machine,kwh_per_orang
268,322.86,2,15.908121827411168,85.09,24.1,21.03,3.9,74.57000000000001,22.54,28.2,18.34,15.33,29.76,0.2635507650374776,0.07464535712073346,0.06513659171157779,0.01207953911912284,0.23096698259307444,0.06981354147308431,0.0873443597844267,0.05680480703710587,0.047481880691321324,0.09217617543207585,161.43
269,314.27,3,16.099078341013826,58.339999999999996,22.75,24.32,7.1899999999999995,91.9,23.85,20.240000000000002,24.169999999999998,17.34,24.169999999999998,0.18563655455500047,0.07238998313552042,0.0773856874661915,0.02287841664810513,0.2924237120946957,0.07589015814427086,0.06440322016100807,0.07690839087408916,0.055175486047029626,0.07690839087408916,104.75666666666666
270,303.45,2,14.232692307692307,75.74,16.509999999999998,25.0,6.19,55.81,22.46,19.51,21.97,28.73,31.53,0.24959630911188,0.054407645411105605,0.08238589553468445,0.020398747734387872,0.18391827319162957,0.07401548854836051,0.06429395287526775,0.0724007249958807,0.09467787114845937,0.10390509144834403,151.725
271,313.02,5,14.926570048309179,82.68,29.41,25.73,4.58,62.11,29.03,25.37,15.23,20.57,18.31,0.2641364769024344,0.09395565778544503,0.08219922049709284,0.014631652929525271,0.19842182608140055,0.09274167784806084,0.08104913424062361,0.04865503801674015,0.06571465082103381,0.0584946648776436,62.604
272,315.56,5,14.40144927536232,91.72,22.46,16.08,3.27,64.4,19.96,36.92,21.9,16.43,22.42,0.2906578780580555,0.07117505387248066,0.0509570287742426,0.010362530105209784,0.2040816326530612,0.06325263024464443,0.1169983521358854,0.06940043097984534,0.05206616808213968,0.07104829509443528,63.112
273,351.29,4,14.186160714285714,98.97,22.52,25.11,8.2,81.96,20.59,18.37,21.45,23.51,30.61,0.2817330410771727,0.06410657861026502,0.07147940448062853,0.023342537504625803,0.23331150900965011,0.05861254234393236,0.05229297731219221,0.06106066213100287,0.06692476301631131,0.08713598451421901,87.8225
274,329.76,2,16.329145728643216,85.42,23.17,22.759999999999998,5.4399999999999995,78.95,24.71,14.719999999999999,24.51,32.94,17.14,0.2590368753032509,0.07026322173702089,0.06901989325570113,0.016496846191169336,0.2394165453663271,0.0749332848131975,0.04463852498786997,0.07432678311499274,0.09989082969432315,0.05197719553614751,164.88
275,310.98,4,13.128909952606634,94.62,15.41,25.17,6.13,59.34,27.15,17.91,19.51,29.72,16.02,0.30426393980320277,0.04955302591806547,0.08093768087979934,0.019711878577400473,0.19081612965464018,0.08730464981670846,0.05759212811113255,0.06273715351469548,0.09556884687118142,0.051514566853173835,77.745
276,308.95,4,15.62463768115942,71.7,19.39,24.81,6.79,76.17999999999999,26.78,23.8,20.84,23.36,15.3,0.23207638776501055,0.06276096455737175,0.08030425635216054,0.021977666289043536,0.24657711603819388,0.08668069266871663,0.07703511895128662,0.06745428062793332,0.07561094028159897,0.04952257646868426,77.2375
277,302.55,4,17.13641304347826,67.01,26.919999999999998,19.04,3.49,74.09,29.35,18.75,17.78,25.21,20.91,0.2214840522227731,0.08897702859031564,0.06293174681870764,0.0115352834242274,0.24488514295157826,0.09700875888282928,0.06197322756569162,0.058767145926293174,0.08332507023632457,0.0691125433812593,75.6375
278,303.8,3,16.626699029126215,49.730000000000004,21.3,18.740000000000002,8.16,88.67,36.09,23.740000000000002,20.369999999999997,19.56,17.44,0.16369321922317315,0.07011191573403555,0.06168531928900593,0.02685977616853193,0.29186965108624097,0.11879526003949968,0.07814351547070442,0.06705069124423962,0.06438446346280446,0.057406188281764324,101.26666666666667
279,315.39,5,12.854228855721392,75.32,29.35,21.86,2.9,70.38,20.39,30.06,26.009999999999998,22.61,16.509999999999998,0.23881543485842924,0.09305938679095724,0.0693110117632138,0.00919496496401281,0.2231522876438695,0.06465011572973145,0.09531056786835347,0.0824693236944735,0.07168901994356194,0.05234788674339706,63.077999999999996
280,303.42,3,16.025592417061613,66.2,32.76,25.26,4.62,72.0,23.6,16.78,18.01,22.490000000000002,21.7,0.21817942126425416,0.10796915167095114,0.08325093929207039,0.015226418825390548,0.23729483883725527,0.07777997495221145,0.055302880495682556,0.059356667325819,0.07412167952013711,0.07151802781622832,101.14
281,284.88,3,14.131818181818181,75.81,16.84,19.89,5.49,53.21,22.259999999999998,21.8,24.07,17.12,28.39,0.26611204717775905,0.059112608817747825,0.06981887110362259,0.019271272114574557,0.18678039876439204,0.07813816343723673,0.07652344846953103,0.08449171581016568,0.06009547879809043,0.09965599550688009,94.96
282,304.26,3,16.096097560975608,82.12,17.87,16.89,7.16,74.71,16.15,27.6,25.42,14.56,21.78,0.26990074278577536,0.05873266285413791,0.05551173338591994,0.023532505094327222,0.24554657201078023,0.0530796029711431,0.09071189114573064,0.08354696641030698,0.04785380924209558,0.07158351409978309,101.42
283,266.4,4,14.429834254143648,57.5,15.04,22.93,4.8,54.04,20.22,27.66,26.26,17.85,20.1,0.21584084084084085,0.05645645645645646,0.08607357357357358,0.018018018018018018,0.20285285285285287,0.0759009009009009,0.10382882882882884,0.09857357357357359,0.06700450450450451,0.07545045045045046,66.6
284,312.59,5,14.36788990825688,56.46,14.25,27.73,8.5,84.78,30.66,27.95,10.91,20.23,31.12,0.18061998144534372,0.04558687098115742,0.08871045138999967,0.027192168655427233,0.2712178892478966,0.09808375187945871,0.08941424869637543,0.034901948238907195,0.06471736139991682,0.09955532806551712,62.517999999999994
285,285.96,2,15.073076923076924,60.75,19.52,18.3,4.45,84.75,22.05,21.06,12.95,13.71,28.42,0.2124422996223248,0.068261295286054,0.06399496433067563,0.015561617009371942,0.29637012169534205,0.07710868652958457,0.07364666386907259,0.045286053993565535,0.04794376835921108,0.09938452930479788,142.98
286,308.71,5,14.975714285714286,85.04,19.42,23.69,6.0,54.45,32.64,20.63,18.85,29.669999999999998,18.32,0.2754688866573807,0.06290693531145736,0.07673868679343072,0.019435716368112466,0.17637912604062064,0.10573029704253181,0.06682647144569336,0.06106054225648667,0.09610961744031614,0.05934372064397006,61.742
287,252.75,2,15.317894736842106,49.94,23.77,28.84,6.5,49.52,17.07,15.53,17.16,21.05,23.37,0.19758654797230463,0.09404549950544015,0.11410484668644906,0.025717111770524232,0.1959248269040554,0.06753709198813057,0.06144411473788328,0.06789317507418398,0.08328387734915925,0.09246290801186945,126.375
288,289.55,2,15.370935960591133,71.09,20.27,24.33,8.03,67.08,14.97,24.8,22.34,17.99,18.65,0.2455189086513556,0.0700051804524262,0.08402693835261614,0.027732688654809188,0.23166983249870493,0.05170091521326197,0.08565014677948543,0.07715420480055259,0.06213089276463478,0.06441029183215334,144.775
289,323.2,5,14.18142857142857,88.1,27.61,16.07,5.05,72.61,14.41,24.73,32.33,18.93,23.36,0.27258663366336633,0.08542698019801981,0.04972153465346535,0.015625,0.22465965346534655,0.044585396039603965,0.07651608910891089,0.1000309405940594,0.05857054455445545,0.07227722772277227,64.64
290,372.72,2,15.841630901287553,111.89,30.07,23.77,6.16,82.84,19.97,20.9,29.02,20.35,27.75,0.30019854045932604,0.08067718394505258,0.06377441511053873,0.016527151749302426,0.22225799527795664,0.0535790942262288,0.05607426486370465,0.07786005580596694,0.054598626314659796,0.07445267224726336,186.36
291,261.3,1,15.467796610169492,70.8,18.06,23.529999999999998,5.4,61.07,15.76,10.4,15.15,22.84,18.29,0.27095292766934553,0.06911595866819746,0.09004975124378108,0.02066590126291619,0.2337160352085725,0.06031381553769613,0.03980099502487562,0.05797933409873708,0.0874091083046307,0.0699961729812476,261.3
292,223.64000000000001,1,14.818285714285713,31.54,13.96,13.51,8.34,68.43,13.64,16.76,23.03,20.22,14.21,0.141030227150778,0.06242174923984976,0.0604095868359864,0.037292076551600786,0.30598282954748707,0.060990878197102485,0.0749418708638884,0.10297800035771776,0.09041316401359327,0.06353961724199607,223.64000000000001
293,278.44,5,15.65111111111111,50.45,25.09,12.6,4.79,77.6,14.54,28.87,24.490000000000002,22.04,17.97,0.18118804769429678,0.0901091797155581,0.04525211894842694,0.0172029880764258,0.27869558971412145,0.052219508691279976,0.10368481540008617,0.08795431690849015,0.07915529377962935,0.06453814107168508,55.688
294,304.44,3,15.378260869565219,93.03,17.15,17.63,4.4,59.980000000000004,17.6,16.62,23.58,30.32,24.13,0.30557745368545525,0.05633293916699513,0.057909604519774005,0.014452765733806335,0.19701747470765998,0.05781106293522534,0.05459203783996847,0.07745368545526211,0.09959269478386545,0.07926028117198791,101.48
295,283.48,2,15.746938775510204,68.6,19.76,17.29,4.85,53.72,21.650000000000002,22.34,23.09,38.27,13.91,0.24199238041484405,0.06970509383378017,0.06099195710455763,0.017108790743615068,0.18950190489628896,0.07637223084520954,0.0788062649922393,0.08145195428248905,0.13500070551714408,0.049068717369832086,141.74
296,291.33,3,14.253960396039606,53.07,16.81,31.89,7.61,80.48,12.79,25.46,17.24,26.38,19.6,0.18216455565853154,0.05770088902619022,0.10946349500566367,0.026121580338447806,0.27625030034668585,0.04390210414306799,0.08739230425977414,0.05917687845398687,0.09055023512854836,0.06727765763910341,97.11
297,297.95,2,14.302732240437159,75.18,20.2,23.47,4.9399999999999995,85.53,18.64,15.18,16.99,22.06,15.76,0.25232421547239475,0.06779661016949153,0.07877160597415674,0.016579963081053868,0.2870615875146837,0.06256083235442189,0.05094814566202383,0.05702299043463668,0.07403926833361302,0.052894781003524086,148.975
298,296.26,3,15.077403846153846,47.84,21.39,25.09,5.16,57.8,33.51,31.71,24.990000000000002,32.95,15.82,0.16147978127320597,0.07220009451157768,0.08468912441774118,0.01741713359886586,0.19509889961520285,0.11311010598798353,0.1070343617093094,0.08435158306892596,0.11121987443461825,0.053399041382569366,98.75333333333333
299,297.12,1,14.221827411167512,65.2,22.22,26.31,7.25,74.08,28.25,22.06,17.65,15.01,19.09,0.21943995691976312,0.0747845988152935,0.08855008077544428,0.02440091545503501,0.24932687129779219,0.09507942918686055,0.0742460958535272,0.05940360796984384,0.050518309100700064,0.06425013462574045,297.12
300,285.31,5,14.67156862745098,84.74,22.13,18.61,8.89,30.61,25.81,22.19,23.99,22.22,26.12,0.2970102695313869,0.07756475412708982,0.06522729662472398,0.031159090112509204,0.10728681083733482,0.09046300515229048,0.0777750516981529,0.08408397883004451,0.07788020048368441,0.09154954260278295,57.062
301,266.96,3,14.309659090909092,49.44,20.38,41.98,5.37,68.92,19.28,27.16,12.83,11.08,10.52,0.18519628408750374,0.07634102487264009,0.15725202277494757,0.02011537308960144,0.2581660173808811,0.07222055738687445,0.10173808810308661,0.04805963440215763,0.04150434522025772,0.03940665268204974,88.98666666666666
302,300.79,4,14.357222222222223,92.94,9.719999999999999,25.89,6.92,69.32,24.07,25.419999999999998,21.18,13.92,11.41,0.3089863359819143,0.032314904085907106,0.08607334020412913,0.023006083978855677,0.23045978922171612,0.08002260713454569,0.08451078825758834,0.07041457495262475,0.046278134246484255,0.03793344193623458,75.1975
303,305.81,4,15.55,73.46000000000001,27.8,24.52,5.2,63.9,26.990000000000002,17.64,20.810000000000002,23.46,22.03,0.24021451227886595,0.09090611817795362,0.08018050423465549,0.017004022105228733,0.2089532716392531,0.08825741473463915,0.05768287498773748,0.06804878846342499,0.07671429972858963,0.07203819364965174,76.4525
304,281.09,3,14.532460732984292,59.33,31.41,18.7,3.94,59.22,22.64,30.92,16.7,15.18,23.05,0.2110711871642534,0.11174356967519299,0.06652673520936354,0.014016862926464832,0.21067985342772774,0.08054359813582837,0.11000035575794229,0.059411576363442305,0.05400405564054217,0.08200220569924223,93.69666666666666
305,311.78,2,14.591780821917808,68.76,20.98,26.94,7.18,79.79,25.13,18.98,20.64,20.3,23.08,0.22054012444672524,0.0672910385528257,0.08640708191673616,0.023029058951825002,0.2559176342292642,0.08060170633138751,0.06087625890050676,0.06620052601193148,0.06511001347103726,0.07402655718776059,155.89
306,336.61,2,14.65294117647059,65.93,30.42,17.83,8.87,76.85000000000001,38.6,27.67,24.669999999999998,20.02,25.75,0.19586465048572532,0.09037164671281304,0.05296931166632007,0.02635096996524167,0.22830575443391463,0.11467276670330649,0.08220195478446868,0.07328956358991116,0.05947535723834704,0.07649802441995188,168.305
307,289.26,5,13.673232323232325,81.09,23.82,27.21,6.38,58.85,23.77,16.34,22.17,11.58,18.05,0.2803360298693217,0.08234806056834681,0.09406762082555487,0.022056281546013967,0.20345018322616332,0.08217520569729655,0.056488971859226994,0.07664384982368803,0.040033188135241655,0.0624006084491461,57.852
308,315.44,2,15.222535211267607,77.33,26.2,26.96,5.6899999999999995,50.38,32.660000000000004,24.080000000000002,34.49,12.74,24.91,0.24514963225970068,0.08305858483388281,0.08546791782906416,0.018038295713923402,0.15971341618057314,0.10353791529292417,0.07633781384732437,0.10933933553132132,0.04038802941922393,0.07896905909206187,157.72
309,251.42000000000002,2,12.980606060606062,70.69,24.74,9.98,4.0200000000000005,42.92,15.68,19.18,22.06,18.89,23.26,0.2811629941929839,0.09840108185506324,0.039694535040967316,0.015989181449367597,0.17071036512608387,0.06236576246917509,0.07628669159175883,0.08774162755548486,0.07513324317874474,0.09251451754037071,125.71000000000001
310,311.28,5,16.42112676056338,58.68,27.5,23.48,6.12,79.12,21.21,17.69,23.63,15.73,38.12,0.1885119506553585,0.08834489848368028,0.07543048059624774,0.019660755589822665,0.2541763042919558,0.06813801079414032,0.05682986378822925,0.07591236186070417,0.05053328193266512,0.12246209200719607,62.25599999999999
311,276.33,5,14.837777777777779,77.2,18.47,17.7,9.2,67.8,13.33,7.72,25.53,23.57,15.81,0.2793761082763363,0.06684037201896284,0.0640538486592118,0.03329352585676546,0.24535881011833677,0.04823942387724822,0.027937610827633626,0.09238953425252416,0.08529656570043065,0.057214200412550216,55.266
312,252.38,4,14.071739130434782,33.78,17.77,24.27,6.36,69.53,19.46,17.58,21.64,21.82,20.169999999999998,0.1338457880973136,0.070409699659244,0.09616451382835409,0.025200095094698474,0.27549726602741903,0.07710595134321263,0.0696568666296854,0.08574371978762185,0.08645693002615105,0.07991916950630003,63.095
313,308.59,3,15.633333333333333,69.28,27.12,14.3,7.15,56.13,22.19,27.43,23.46,30.94,30.59,0.22450500664311873,0.08788359959817234,0.04633980362293011,0.023169901811465055,0.18189183058427041,0.0719077092582391,0.08888816876762047,0.07602320230726856,0.10026248420233969,0.09912829320457565,102.86333333333333
314,273.24,4,14.305405405405406,48.54,13.7,10.92,4.62,79.48,18.189999999999998,31.55,31.8,17.29,17.15,0.17764602547211242,0.05013907187820231,0.03996486605182257,0.016908212560386472,0.2908798126189431,0.06657151222368612,0.1154662567706046,0.11638120333772507,0.0632777045820524,0.06276533450446493,68.31
315,314.87,1,14.09626168224299,57.33,17.46,31.95,6.24,73.93,31.1,14.27,29.41,23.39,29.79,0.18207514212214565,0.05545145615650904,0.10147044812144694,0.01981770254390701,0.23479531235112905,0.09877092133261346,0.04532029091371042,0.09340362689363864,0.07428462540095912,0.09461047416394067,314.87
316,286.92,4,14.157920792079208,84.08,22.07,25.96,7.3,40.12,26.03,13.32,27.87,23.5,16.669999999999998,0.29304335703331935,0.07692039592917886,0.0904781820716576,0.025442632092569355,0.13982991774710718,0.09072215251638087,0.04642409033877039,0.09713508992053534,0.08190436358566848,0.05809981876481248,71.73
317,311.78000000000003,3,14.218811881188119,68.94,26.419999999999998,21.95,6.39,73.83,17.68,28.98,22.04,27.53,18.02,0.22111745461543397,0.08473923920713324,0.0704022066842004,0.020495220989159024,0.2368015908653538,0.05670665212649946,0.09295015716210149,0.07069087176855475,0.08829944191417026,0.05779716466739368,103.92666666666668
318,272.78,1,16.77722222222222,54.6,33.91,18.28,5.84,64.74,33.4,7.68,12.66,15.64,26.03,0.20016130214825137,0.12431263289097441,0.06701371068260137,0.02140919422245033,0.23733411540435517,0.12244299435442482,0.028154556785688102,0.04641102720140773,0.05733558178752109,0.0954248845223257,272.78
319,326.77,2,15.073611111111111,76.61,19.96,21.080000000000002,6.32,83.96,13.71,28.45,27.87,24.84,23.97,0.2344462465954647,0.06108271873182973,0.06451020595525905,0.019340820760779757,0.25693913149921965,0.04195611592251431,0.0870642959880038,0.08528934724729934,0.07601677020534321,0.0733543470942865,163.385
320,287.47,3,17.7921568627451,59.33,18.85,37.68,8.49,74.07,21.47,16.19,12.77,19.42,19.2,0.20638675340035478,0.06557205969318537,0.1310745469092427,0.029533516540856435,0.2576616690437262,0.07468605419695967,0.05631892023515497,0.04442202664625874,0.06755487529133475,0.0667895780429262,95.82333333333334
321,330.13,5,14.247474747474747,116.13,17.9,25.96,4.65,54.95,20.27,18.45,28.73,23.39,19.7,0.35177051464574566,0.05422106442916427,0.07863568897101143,0.01408536031260413,0.1664495804683004,0.061400054523975414,0.055887074788719605,0.08702632296368099,0.07085087692727109,0.059673461969527164,66.026
322,324.14,2,13.255825242718446,87.19,23.79,17.7,5.23,74.88,22.7,22.89,22.12,19.33,28.31,0.2689887085827112,0.0733942123773678,0.05460603442956747,0.016135003393595363,0.23101129141728882,0.07003146788424755,0.0706176343555254,0.06824211760350467,0.059634725735793176,0.0873388042203986,162.07
323,286.06,3,14.496842105263159,63.95,18.43,32.3,6.75,70.66,17.42,18.61,10.64,21.46,25.84,0.2235544990561421,0.06442704327763407,0.11291337481647208,0.02359644829755996,0.24701111654897578,0.06089631545829548,0.06505628189890234,0.03719499405719081,0.07501922673564988,0.09033069985317767,95.35333333333334
324,370.5,5,15.714084507042253,97.17,17.74,20.84,4.11,122.57,25.09,21.78,24.3,22.46,14.44,0.2622672064777328,0.047881241565452086,0.056248313090418355,0.011093117408906884,0.33082321187584346,0.06771929824561404,0.05878542510121458,0.06558704453441296,0.06062078272604589,0.038974358974358976,74.1
325,263.95,4,15.837894736842104,67.43,20.68,27.23,4.05,47.09,24.86,16.13,21.79,21.44,13.25,0.2554650501989013,0.07834817200227315,0.10316347793142638,0.015343815116499333,0.17840500094714906,0.09418450464103048,0.06111005872324302,0.08255351392309147,0.08122750520931994,0.050198901307065724,65.9875
326,315.31,2,13.480188679245284,75.92,28.28,17.32,6.7700000000000005,68.16,21.95,26.42,22.580000000000002,22.95,24.96,0.24077891598744097,0.08968951190891505,0.05493006882116014,0.02147093336716248,0.21616821540705974,0.06961403063651646,0.08379055532650409,0.07161206431765565,0.07278551267007073,0.07916019155751484,157.655
327,353.72,3,13.745569620253164,102.3,23.3,27.26,5.97,50.660000000000004,30.47,25.56,30.85,32.41,24.94,0.2892118059482076,0.06587131064118512,0.07706660635530929,0.01687775641750537,0.14322062648422484,0.08614158091145539,0.07226054506389235,0.08721587696483095,0.0916261449734253,0.07050774623996382,117.90666666666668
328,263.95,1,16.98031914893617,87.86,23.6,19.71,6.8100000000000005,23.53,15.74,29.22,21.25,19.04,17.19,0.332866073119909,0.08941087327145292,0.07467323356696343,0.025800340973669254,0.08914567152869861,0.05963250615646902,0.1107027846182989,0.08050767190755824,0.07213487402917218,0.06512597082780829,263.95
329,328.73,1,14.844907407407407,103.28999999999999,18.91,25.31,6.63,62.38,22.3,24.22,21.65,22.21,21.83,0.3142092294588264,0.05752441213153653,0.07699327715754571,0.020168527362881394,0.18976059380038332,0.06783682657500077,0.07367748608280353,0.06585951997079671,0.06756304566057252,0.06640708179965321,328.73
330,277.17,5,15.085,54.83,18.96,22.83,6.28,86.65,16.21,21.45,16.54,19.26,14.16,0.19782083198037304,0.06840567160948155,0.08236822166901178,0.022657574773604645,0.3126240213587329,0.05848396291084894,0.07738932784933433,0.05967456795468484,0.06948803983115055,0.05108778006277735,55.434000000000005
331,309.94,2,15.402898550724638,77.72,18.03,28.69,5.93,78.26,25.21,28.09,17.28,15.18,15.549999999999999,0.25075821126669673,0.05817254952571465,0.09256630315544943,0.019132735368135763,0.2525004839646383,0.08133832354649286,0.09063044460218105,0.05575272633412918,0.04897722139768987,0.05017100083887203,154.97
332,332.55,4,15.317256637168141,60.410000000000004,29.05,26.419999999999998,8.64,95.24,30.86,19.78,15.26,23.93,22.96,0.1816568937001955,0.08735528491956099,0.07944669974439934,0.025981055480378896,0.28639302360547286,0.09279807547737183,0.05947977747707113,0.04588783641557661,0.07195910389415126,0.0690422492858217,83.1375
333,291.21999999999997,3,14.787373737373738,63.519999999999996,27.7,18.34,4.94,57.58,32.33,26.97,16.62,18.55,24.669999999999998,0.21811688757640268,0.09511709360620835,0.06297644392555456,0.016963120664789506,0.19771993681752625,0.1110157269418309,0.09261039763752488,0.05707025616372502,0.06369754824531282,0.0847125884211249,97.07333333333332
334,308.9,1,14.291584158415843,85.94,28.61,23.09,5.14,58.16,23.09,17.45,30.25,18.8,18.37,0.2782130139203625,0.09261897054062802,0.07474910974425379,0.016639689219812234,0.1882809970864357,0.07474910974425379,0.056490773713175776,0.09792813208157979,0.06086112010359339,0.05946908384590482,308.9
335,306.74,5,16.197894736842105,74.61,15.14,21.96,3.38,77.11,23.6,23.0,22.62,20.62,24.7,0.24323531329464693,0.04935776227423877,0.0715915759274956,0.011019104127273912,0.2513855382408554,0.07693812349220838,0.07498206950511833,0.07374323531329464,0.06722305535632783,0.08052422246854013,61.348
336,276.66,1,15.551648351648351,60.4,27.78,21.47,5.92,75.43,21.44,19.13,17.1,13.790000000000001,14.2,0.21831851369912525,0.10041205812188245,0.07760427962119568,0.02139810597845731,0.27264512397889107,0.07749584327333188,0.06914624448781898,0.06180871828236825,0.04984457456806188,0.051326537988867195,276.66
337,314.16,1,15.896666666666668,86.25,21.849999999999998,22.09,7.55,67.17999999999999,21.38,23.12,27.169999999999998,16.67,20.9,0.27454163483575245,0.06955054749172394,0.07031448943213649,0.024032340208810794,0.21384008148714026,0.06805449452508275,0.07359307359307359,0.086484593837535,0.05306213394448689,0.06652661064425769,314.16
338,282.08,5,14.97005347593583,58.82,23.31,26.59,4.84,55.93,23.38,20.63,19.69,20.92,27.97,0.20852240499149174,0.08263613159387406,0.09426403857061826,0.017158252977878614,0.19827708451503118,0.08288428814520701,0.07313528077141235,0.06980289279636982,0.07416335791264889,0.09915626772546793,56.416
339,309.98,1,15.672906403940885,69.82,22.89,21.71,6.3500000000000005,78.41,25.1,22.97,18.990000000000002,18.02,25.72,0.22524033808632812,0.07384347377250144,0.07003677656623007,0.020485192593070523,0.25295180334215106,0.0809729659978063,0.07410155493902831,0.06126201690431641,0.058132782760178074,0.08297309503838957,309.98
340,275.01,1,15.991256830601094,65.78999999999999,21.56,20.77,8.23,63.63,20.02,16.34,15.68,19.28,23.71,0.2392276644485655,0.07839714919457474,0.07552452638085888,0.029926184502381735,0.23137340460346897,0.0727973528235337,0.059416021235591435,0.05701610850514527,0.07010654158030617,0.08621504672557362,275.01
341,337.5,3,12.758558558558558,95.88,19.84,22.35,4.71,64.52,26.11,22.3,22.18,19.38,40.23,0.2840888888888889,0.05878518518518518,0.06622222222222222,0.013955555555555556,0.19117037037037035,0.07736296296296297,0.06607407407407408,0.06571851851851852,0.05742222222222222,0.11919999999999999,112.5
342,266.54,2,14.009375,52.79,30.0,14.78,6.24,49.63,24.32,18.36,22.23,30.65,17.54,0.19805657687401515,0.11255346289487506,0.05545133938620844,0.02341112028213401,0.1862009454490883,0.09124334058677872,0.06888271929166354,0.08340211600510242,0.11499212125759735,0.06580625797253695,133.27
343,289.44,4,15.490217391304347,52.67,19.6,23.39,4.36,89.7,13.49,19.97,25.03,13.16,28.07,0.18197208402432283,0.06771697070204534,0.08081122166943062,0.015063571033720288,0.3099087893864013,0.04660724156992814,0.06899530127142067,0.08647733554449973,0.04546710889994472,0.09698037589828634,72.36
344,303.9,2,15.781218274111676,71.87,16.5,30.759999999999998,4.8500000000000005,72.99000000000001,26.47,14.57,17.63,30.5,17.759999999999998,0.23649226719315564,0.05429417571569595,0.10121750575847316,0.015959197104310627,0.240177690029615,0.08710102007239222,0.047943402435011516,0.05801250411319512,0.10036196117143796,0.05844027640671272,151.95
345,353.11,1,15.672645739910314,69.7,25.080000000000002,25.47,5.6899999999999995,98.73,22.63,39.6,20.11,24.09,22.01,0.19738891563535446,0.07102602588428536,0.07213049757865822,0.016113958823029653,0.2796012573985444,0.06408767806066099,0.11214635665939794,0.05695109172779021,0.06822236696780042,0.0623318512644785,353.11
346,280.89,5,14.977659574468086,82.51,18.59,21.51,6.04,53.01,11.2,22.48,15.96,27.14,22.45,0.29374488233828194,0.06618249136672719,0.07657801986542775,0.021503079497312116,0.18872156360140982,0.03987325999501584,0.08003132898999608,0.05681939549289758,0.09662145323792233,0.07992452561500944,56.178
347,238.76,3,13.527388535031848,52.35,19.74,17.18,4.69,65.41,12.74,10.36,21.96,18.77,15.56,0.21925783213268554,0.0826771653543307,0.07195510135701122,0.01964315630758921,0.27395711174401066,0.05335902161166024,0.04339085273915228,0.0919752052270062,0.07861450829284636,0.06517004523370748,79.58666666666666
348,290.18,1,13.9743961352657,49.79,19.75,12.84,6.79,82.23,18.24,31.69,18.77,26.83,23.25,0.17158315528292784,0.06806120339099869,0.044248397546350536,0.023399269418981322,0.2833758356881935,0.06285753670135777,0.10920807774484803,0.06468398924805294,0.0924598525053415,0.08012268247294782,290.18
349,293.21999999999997,5,16.0385,76.3,16.28,16.95,6.5600000000000005,58.85,27.71,22.6,14.51,25.43,28.03,0.2602141736580042,0.05552145146988609,0.057806425209740116,0.02237228019916786,0.20070254416479094,0.09450242139008252,0.07707523361298683,0.0494850283063911,0.08672668985744492,0.09559375213150535,58.64399999999999
350,274.16,5,14.516062176165804,67.98,25.34,15.71,4.36,52.08,29.5,22.15,14.77,25.54,16.73,0.247957397140356,0.09242777939889114,0.05730230522322731,0.01590312226437117,0.1899620659468923,0.10760140064196089,0.08079223810913334,0.05387365042311058,0.09315728042019257,0.0610227604318646,54.83200000000001
351,297.33,4,16.7,76.82000000000001,22.06,19.97,4.94,73.08,13.5,20.84,29.11,17.27,19.740000000000002,0.2583661251807756,0.07419365687956143,0.06716443009450779,0.016614536037399524,0.2457875088285743,0.04540409645848048,0.07009047186627652,0.09790468503010123,0.05808361080281169,0.06639087882151146,74.3325
352,338.25,3,15.961682242990655,82.42999999999999,23.95,28.18,4.56,69.76,23.080000000000002,25.3,31.89,13.049999999999999,36.05,0.24369549150036954,0.07080561714708056,0.08331116038433112,0.013481152993348114,0.20623798965262383,0.06823355506282336,0.07479674796747968,0.09427937915742794,0.03858093126385809,0.10657797487065779,112.75
353,275.67,3,15.070388349514563,72.1,16.42,14.43,7.79,55.03,19.99,19.61,25.12,22.02,23.16,0.261544600428048,0.05956397141509776,0.05234519534225704,0.028258424928356368,0.1996227373308666,0.0725142380382341,0.07113577828563136,0.09112344469837123,0.07987811513766459,0.08401349439547284,91.89
354,271.77,2,14.21957671957672,62.7,24.38,24.94,5.5,51.0,19.16,20.79,29.69,14.78,18.830000000000002,0.23070979136770065,0.08970820914744085,0.09176877506715238,0.02023770099716672,0.1876586819737278,0.0705007911101299,0.07649850976929021,0.10924678956470546,0.05438422195238621,0.0692865290502999,135.885
355,302.49,5,14.901913875598087,56.11,30.73,21.94,4.62,77.9,24.12,20.56,20.13,23.88,22.5,0.18549373533009356,0.10159013521108136,0.07253132334953222,0.015273232172964396,0.2575291745181659,0.07973817316274918,0.06796918906410129,0.06654765446791629,0.07894475850441336,0.07438262421898244,60.498000000000005
356,272.43,1,15.213440860215053,75.41,18.73,20.15,5.83,58.86,13.99,21.06,22.830000000000002,21.75,13.82,0.27680505083874757,0.06875160591711632,0.07396395404324047,0.021399992658664612,0.21605550049554012,0.051352641045406155,0.07730426164519326,0.08380134346437618,0.07983702235436625,0.050728627537349046,272.43
